id,source,make,model,title,year,mileage,engine,gearbox,power_ps,power_kw,currency,price,estimated_price,cc,url,location,equipment,seller_name,seller_url,range,consumption_fuel,consumption_kw,co2,days_in_sale,ranges,rating
21698226462894812,mobile.bg,Mercedes-Benz,GLE,Mercedes-Benz GLE 63 S AMG B&O / KARBON /3 TV/ALKATAR/TOP,2016,122000,Petrol,Automatic,585,585,BGN,102500,111610.96900968242,,,"обл. Благоевград, гр. Сандански",,I & L Auto,https://il-auto.mobile.bg,,,,,,,
21703078067007218,mobile.bg,Mercedes-Benz,GLS,"Mercedes-Benz GLS 63 AMG 3xTV, Вакуми, Oбдухване, Mасажи, Nappa, Keyless-Go",2016,143986,Petrol,Automatic,585,585,BGN,99500,109088.99322575203,,,"обл. София, гр. София",,БАВАРИЯ АУТО -  ВНОС НА АВТОМОБИЛИ от ГЕРМАНИЯ - ЛИЗИНГ,https://bavaria-auto.mobile.bg,,,,,,,
11737236453467105,mobile.bg,Mercedes-Benz,Maybach,Mercedes-Benz Maybach S560/4 MATIK/EURO6B,2016,230500,Petrol,Automatic,456,456,EUR,52500,61990.38908309827,,,"обл. Пловдив, гр. Пловдив",,PLATINUM AUTOS,https://platinum-autos.mobile.bg,,,,,,,
11730794655107204,mobile.bg,Mercedes-Benz,S,Mercedes-Benz S 500 Original* Maybach* 1/250* Diplomatic Edition* Full,2016,186000,Petrol,Automatic,455,455,BGN,104900,116028.65537803306,,,"обл. Варна, гр. Варна",,Promosale Varna,https://promosale_varna.mobile.bg,,,,,,,
11702998185974124,mobile.bg,Mercedes-Benz,S,Mercedes-Benz S 500 63 AMG FACE/Swarovski,2016,91000,Petrol,Automatic,455,455,BGN,120000,129183.35624389641,,,"обл. София, гр. София",,EXCLUSIVE,https://exclusive.mobile.bg,,,,,,,
11708603587543484,mobile.bg,Mercedes-Benz,S,Mercedes-Benz S 63 AMG 4Matic/Burmester3D/3xTV/Long/Designo/FULL/,2016,192000,Petrol,Automatic,585,585,BGN,103500,114726.41258494207,,,"обл. Благоевград, гр. Сандански",,I & L Auto,https://il-auto.mobile.bg,,,,,,,
21706011079531323,mobile.bg,Porsche,Cayenne,Porsche Cayenne,2016,118000,Hybrid,Automatic,333,333,BGN,99999,108851.62761616427,,,"обл. София, гр. София",,,,,,,,,,
11693384411359754,mobile.bg,Aston,Martin,Aston Martin Vanquish V12,2016,25155,Petrol,Automatic,565,565,EUR,135000,143090.08793747157,,,"обл. Пловдив, гр. Пловдив",,PROMOSALE.PLOVDIV,https://promosaleplovdiv.mobile.bg,,,,,,,
11733476596479132,mobile.bg,Audi,Rs6,Audi Rs6 4.0 TFSI Performance B&O,2016,157999,Petrol,Automatic,605,605,EUR,52798,60172.38156394893,,,"обл. София, гр. София",,Евролинк Мениджмънт ООД,https://eurolink.mobile.bg,,,,,,,
11743198344166338,mobile.bg,Audi,Rs6,Audi Rs6 Performance,2016,145000,Petrol,Automatic,605,605,BGN,104500,114400.05567139504,,,"обл. София, гр. София",,TMT-AUTO,https://tmt-auto.mobile.bg,,,,,,,
11723134042464521,mobile.bg,Audi,Rs6,Audi Rs6 MATRIX* 700КС* B&O* 360CAM* ВАКУМ* DOWNPIPE*,2016,128000,Petrol,Automatic,700,700,BGN,109999,119708.26561426045,,,"обл. Пазарджик, гр. Пазарджик",,Auto Zoro,https://auto-zoro.mobile.bg,,,,,,,
11723541673727365,mobile.bg,Audi,Rs6,Audi Rs6 performance,2016,122000,Petrol,Automatic,605,605,EUR,62000,68832.97759428795,,,"обл. Пловдив, гр. Пловдив",,AutoHaus.BG,https://autohaus.mobile.bg,,,,,,,
11689094969499346,mobile.bg,Audi,Rs7,Audi Rs7 Performance,2016,125000,Petrol,Automatic,0,0,BGN,109999,119620.01431967563,,,"обл. Хасково, гр. Хасково",,MAXX ROYAL,https://maxxroyal.mobile.bg,,,,,,,
11731585505290915,mobile.bg,Audi,S7,Audi S7 4.0 turbo,2016,160000,Petrol,Automatic,700,700,BGN,109000,119594.42230158509,,,"обл. Благоевград, гр. Благоевград",,G Auto,https://g-auto.mobile.bg,,,,,,,
11680809346212462,mobile.bg,Audi,S8,Audi S8 Plus MTM 720ps,2016,171400,Petrol,Automatic,605,605,BGN,95000,105142.32339840173,,,"обл. София, гр. София",,MaksyCar,https://maksycar.mobile.bg,,,,,,,
21736163471565682,mobile.bg,Audi,Sq7,Audi SQ7,2016,270672,Diesel,Automatic,435,435,BGN,90000,102781.38406233524,,,"обл. Велико Търново, гр. Велико Търново",,АВТОМОБИЛИТЕ,https://avtomobilite.mobile.bg,,,,,,,
21721288588390492,mobile.bg,Bentley,Bentayga,Bentley Bentayga 6.0 W12,2016,32000,Petrol,Automatic,608,608,BGN,220000,233072.41761186335,,,"обл. Перник, с. Кладница",,Трейд ИН ЕООД,https://tradein.mobile.bg,,,,,,,
21729100697151171,mobile.bg,Bentley,Bentayga,Bentley Bentayga 6.0 W12 Full,2016,132000,Petrol,Automatic,608,608,EUR,120000,130389.45726988849,,,"обл. Хасково, гр. Хасково",,CrediRent,https://credirent.mobile.bg,,,,,,,
11708351176858682,mobile.bg,Bentley,Continental,Bentley Continental Bentley Continental GT Speed* CARBON* NAIM* W12* E,2016,95000,Petrol,Automatic,630,630,BGN,129699,139545.56139563688,,,"обл. София, гр. София",,Ден и Нощ Ауто Груп,https://daynight.mobile.bg,,,,,,,
11738140346779698,mobile.bg,Bentley,Continental,Bentley Continental GTC 4.0 V8,2016,119000,Petrol,Automatic,507,507,EUR,100000,108882.10096106085,,,"обл. Хасково, гр. Хасково",,CrediRent,https://credirent.mobile.bg,,,,,,,
11742130467796457,mobile.bg,Bentley,Continental,Bentley Continental gt,2016,10000,Petrol,Automatic,0,0,BGN,142800,150882.99608692178,,,Намира се в САЩ,,Carsusa,https://carsusa.mobile.bg,,,,,,,
11732717513570111,mobile.bg,Bentley,Flying,Bentley Flying Spur W12,2016,129000,Petrol,Automatic,625,625,BGN,123990,134515.6303147463,,,"обл. София, гр. София",,Vogue Auto,https://vogueauto.mobile.bg,,,,,,,
11648564191145509,mobile.bg,BMW,M4,BMW M4 GTS*Clubsport*Carbon Wheels*,2016,23,Petrol,Automatic,500,500,BGN,368280,388752.00797830836,,,"обл. София, гр. София",,PROMO SALE,https://promosale.mobile.bg,,,,,,,
11717166531318257,mobile.bg,Ferrari,California,Ferrari California T Facelift 3.9 V8 Bi turbo,2016,78000,Petrol,Automatic,560,560,BGN,320000,340050.27429029765,,,"обл. София, гр. София",,PREMIUM CAR,https://premiumcar.mobile.bg,,,,,,,
11739025406839892,mobile.bg,Honda,Jazz,Honda Jazz АВТОМАТ / КАМЕРА / НАВИ / KEYLESS,2016,70000,Petrol,Automatic,102,102,EUR,11999999,12676775.356117459,,,"обл. Пловдив, гр. Пловдив",,MUGEN BROTHERS,https://mugen-brothers.mobile.bg,,,,,,,
11743409618893577,mobile.bg,Lamborghini,Huracan,Lamborghini Huracan LP 580-2 5.2 V10,2016,76000,Petrol,Automatic,610,610,BGN,379999,403365.18594408676,,,"обл. София, гр. София",,СОФАВТО,https://sofauto.mobile.bg,,,,,,,
11425497590647231,mobile.bg,Lamborghini,Huracan,Lamborghini Huracan Coupe LP610-4,2016,29000,Petrol,Automatic,610,610,BGN,382000,404096.13197885605,,,Намира се в Германия,,APEX-3  Bнос от Германия на всички видове нови и употрбявани автомобили!,https://apex3.mobile.bg,,,,,,,
11716901612555545,mobile.bg,Lamborghini,Huracan,Lamborghini Huracan LP-610 Spyder 5.2 V10 AWD AKRAPOVIC,2016,51412,Petrol,Automatic,610,610,BGN,476000,504042.6179353803,,,"обл. София, гр. София",,СОФАВТО,https://sofauto.mobile.bg,,,,,,,
21727443008423723,mobile.bg,Land,Rover,Land Rover Discovery Landmark,2016,88850,Diesel,Automatic,255,255,EUR,64999,71025.48464726855,,,"обл. София, гр. София",,ММ Ауто,https://mmauto.mobile.bg,,,,,,,
21686753584524605,mobile.bg,Land,Rover,Land Rover Range rover L405 4.4 V8,2016,24000,Diesel,Automatic,340,340,EUR,59998,63835.496074552415,,,"обл. София, гр. София",,ММ Ауто,https://mmauto.mobile.bg,,,,,,,
11730795466389058,mobile.bg,Maybach,S,Maybach S 560 S500* 1/250* Diplomatic Edition* Two Tone* Full,2016,186000,Petrol,Automatic,455,455,BGN,104900,116028.65537803306,,,"обл. Варна, гр. Варна",,Promosale Varna,https://promosale_varna.mobile.bg,,,,,,,
11731579234107385,mobile.bg,Mercedes-Benz,AMG,Mercedes-Benz AMG GT Coupe Carbon,2016,49600,Petrol,Automatic,560,560,BGN,230000,244152.6255562408,,,"обл. София, гр. София",,Приум ЕООД,https://prium.mobile.bg,,,,,,,
11740747888793302,mobile.bg,Mercedes-Benz,AMG,Mercedes-Benz AMG GT S EDITION 1,2016,21532,Petrol,Automatic,510,510,EUR,70100,74433.09885591874,,,"обл. София, гр. София",,BULKAZ AUTO,https://bulkaz.mobile.bg,,,,,,,
11712571083214280,mobile.bg,Mercedes-Benz,C,Mercedes-Benz C 63 AMG,2016,115500,Petrol,Automatic,476,476,BGN,99900,108673.5164472172,,,"обл. Варна, гр. Варна",,"ISauto Varna- ВНОС,ПО ПОРЪЧКА,ПРОДАЖБА И ЗАМЯНА НА АВТОМОБИЛИ!ЛИЗИНГ!",https://isautovarna.mobile.bg,,,,,,,
11730442788837565,mobile.bg,Mercedes-Benz,C,Mercedes-Benz C 63 AMG,2016,77000,Petrol,Automatic,476,476,BGN,109900,118103.42518285918,,,"обл. Варна, гр. Варна",,"ISauto Varna- ВНОС,ПО ПОРЪЧКА,ПРОДАЖБА И ЗАМЯНА НА АВТОМОБИЛИ!ЛИЗИНГ!",https://isautovarna.mobile.bg,,,,,,,
21742914940313978,mobile.bg,Mercedes-Benz,G,Mercedes-Benz G 350 d,2016,121931,Diesel,Automatic,245,245,BGN,109900,119425.16482185549,,,"обл. София, гр. София",,Капитолия,https://kapitolia.mobile.bg,,,,,,,
21733304567581912,mobile.bg,Mercedes-Benz,G,Mercedes-Benz G 350 d* BRABUS* CARPLAY* 22* DISTRONIC*,2016,101000,Diesel,Automatic,245,245,BGN,119880,129350.77762165188,,,"обл. София, гр. София",,RealCars,https://realcars20.mobile.bg,,,,,,,
21712739192535134,mobile.bg,Mercedes-Benz,G,Mercedes-Benz G 350 D BLUETEC,2016,125383,Diesel,Automatic,245,245,BGN,139900,151214.11369326466,,,"обл. Русе, гр. Русе",,Автосвят,https://autoworld.mobile.bg,,,,,,,
21679386453497390,mobile.bg,Mercedes-Benz,G,Mercedes-Benz G 500 4x4² Designo Хром Карбон,2016,23900,Petrol,Automatic,421,421,BGN,299900,317228.25057549705,,,"обл. София, гр. София",,"ISauto - ВНОС,ПО ПОРЪЧКА,ПРОДАЖБА И ЗАМЯНА НА АВТОМОБИЛИ!ЛИЗИНГ!",https://isauto.mobile.bg,,,,,,,
21743091743231421,mobile.bg,Mercedes-Benz,G,"Mercedes-Benz G 63 AMG Brabus пакет, Carfax, Опция за",2016,69308,Petrol,Automatic,577,577,BGN,98200,105519.06245465204,,,Намира се в Канада,,TRIUMPHCARS,https://triumphcars.mobile.bg,,,,,,,
21734358196069786,mobile.bg,Mercedes-Benz,G,Mercedes-Benz G 63 AMG НОВ,2016,170000,Petrol,Automatic,571,571,BGN,140000,152632.24103358935,,,"обл. София, гр. София",,MAXXTRADE,https://maxxtrade.mobile.bg,,,,,,,
21739266249075214,mobile.bg,Mercedes-Benz,G,Mercedes-Benz G 63 AMG G63 AMG DESIGNO,2016,123000,Petrol,Automatic,571,571,BGN,145000,156530.870926501,,,"обл. Хасково, гр. Хасково",,Grand Luxury Autos Ltd.,https://glautos.mobile.bg,,,,,,,
21739791442016973,mobile.bg,Mercedes-Benz,G,Mercedes-Benz G 63 AMG Edition* Panorama*,2016,124300,Petrol,Automatic,571,571,BGN,149900,161744.72199206636,,,"обл. София, гр. София",,PointOfView,https://pointofview.mobile.bg,,,,,,,
21722523046724408,mobile.bg,Mercedes-Benz,G,Mercedes-Benz G 63 AMG Оригинален,2016,102000,Petrol,Automatic,571,571,BGN,159999,171755.75614192605,,,"обл. София, гр. София",,ХИТ АУТО,https://hitauto.mobile.bg,,,,,,,
21712133757672197,mobile.bg,Mercedes-Benz,G,Mercedes-Benz G 63 AMG,2016,61000,Petrol,Automatic,571,571,BGN,179000,190619.3986933144,,,"обл. Варна, гр. Варна",,VIP Renta,https://vip-renta.mobile.bg,,,,,,,
21741707479128479,mobile.bg,Mercedes-Benz,GLE,Mercedes-Benz GLE 350 d COUPE AMG HK PANO 360 TV,2016,96000,Diesel,Automatic,258,258,BGN,94900,102818.64952434273,,,"обл. София, гр. София",,Ersteauto,https://ersteauto.mobile.bg,,,,,,,
21716965927661512,mobile.bg,Mercedes-Benz,GLE,Mercedes-Benz GLE 63 AMG Coupe,2016,99000,Petrol,Automatic,557,557,EUR,55000,60762.65742450184,,,"обл. Пловдив, гр. Пловдив",,AutoHaus.BG,https://autohaus.mobile.bg,,,,,,,
21686636084527702,mobile.bg,Mercedes-Benz,GLE,"Mercedes-Benz GLE 63 S AMG 100000км, карбон, панорама,",2016,100000,Petrol,Automatic,585,585,BGN,99900,108217.55142519576,,,"обл. Пловдив, гр. Пловдив",,Ауто Малинов,https://automalinov.mobile.bg,,,,,,,
21734504174001344,mobile.bg,Mercedes-Benz,GLE,Mercedes-Benz GLE 63 S AMG Harman Kardon/22 /Carbon/Coupe/118000km,2016,118000,Petrol,Automatic,585,585,BGN,99900,108747.0591927045,,,"обл. София, гр. София",,VAD CARS DELIVERY,https://vadcars.mobile.bg,,,,,,,
21731698898183607,mobile.bg,Mercedes-Benz,GLE,Mercedes-Benz GLE 63 S AMG * Stage 2*,2016,175698,Petrol,Automatic,585,585,BGN,99999,110548.93534781528,,,"обл. Хасково, гр. Хасково",,MAXX ROYAL,https://maxxroyal.mobile.bg,,,,,,,
21731700082395438,mobile.bg,Mercedes-Benz,GLE,Mercedes-Benz GLE 63 S AMG 63S 700кс Stage 2,2016,175669,Petrol,Automatic,585,585,BGN,99999,110548.08225196763,,,"обл. Хасково, гр. Хасково",,MAXX ROYAL,https://maxxroyal.mobile.bg,,,,,,,
21712416285504630,mobile.bg,Mercedes-Benz,GLE,Mercedes-Benz GLE 63 S AMG Coupe Night package/ Carbon/ Alcantara FULL FULL,2016,142954,Petrol,Automatic,585,585,BGN,120000,130711.69216351572,,,"обл. Благоевград, гр. Гоце Делчев",,BONI CARS,https://bonicars.mobile.bg,,,,,,,
21742198754317824,mobile.bg,Mercedes-Benz,GLS,Mercedes-Benz GLS 63 AMG,2016,150000,Petrol,Automatic,585,585,BGN,96500,106097.16754945228,,,"обл. София, гр. София",,"GERMANY CARS DELIVERY - ВНОС ПО ПОРЪЧКА, ГАРАНЦИЯ, ПЪЛНА ИСТОРИЯ, ЛИЗИНГ, ЗАМЯНА",https://germanycars.mobile.bg,,,,,,,
21717862422176202,mobile.bg,Mercedes-Benz,GLS,Mercedes-Benz GLS 63 AMG 4M Night H&K MASSAGE PANO Обдухване KeyGO 360#iCar,2016,143731,Petrol,Automatic,585,585,BGN,99480,109060.36693168001,,,"обл. Стара Загора, гр. Стара Загора",,iCar,https://icar.mobile.bg,,,,,,,
21742200295129156,mobile.bg,Mercedes-Benz,GLS,Mercedes-Benz GLS 63 AMG,2016,52000,Petrol,Automatic,585,585,BGN,109500,116945.49904734001,,,"обл. София, гр. София",,"GERMANY CARS DELIVERY - ВНОС ПО ПОРЪЧКА, ГАРАНЦИЯ, ПЪЛНА ИСТОРИЯ, ЛИЗИНГ, ЗАМЯНА",https://germanycars.mobile.bg,,,,,,,
21683883418171876,mobile.bg,Mercedes-Benz,GLS,Mercedes-Benz GLS 63 AMG,2016,162000,Petrol,Automatic,585,585,EUR,65760,73981.1491201563,,,"обл. София, гр. София",,PREMIUM CAR,https://premiumcar.mobile.bg,,,,,,,
11743165522444048,mobile.bg,Mercedes-Benz,GTS,Mercedes-Benz GTS * CARFAX* ОПЦИЯ ЗА,2016,73899,Petrol,Automatic,503,503,BGN,115200,123610.31027991453,,,Намира се в Канада,,TRIUMPHCARS,https://triumphcars.mobile.bg,,,,,,,
11738069458444833,mobile.bg,Mercedes-Benz,S,Mercedes-Benz S 350 d Long 4Matic AMG-Line,2016,236000,Diesel,Automatic,286,286,BGN,96999,109154.10509832192,,,"обл. София, гр. София",,СОФАВТО,https://sofauto.mobile.bg,,,,,,,
11738085595263118,mobile.bg,Mercedes-Benz,S,Mercedes-Benz S 500 MAYBACH / 4MATIC,2016,158000,Petrol,Automatic,455,455,BGN,125000,136435.53533103003,,,"обл. София, гр. София",,MAXXTRADE,https://maxxtrade.mobile.bg,,,,,,,
11734108712173866,mobile.bg,Mercedes-Benz,S,"Mercedes-Benz S 550 DESIGNO, SWAROVSKI",2016,100000,Petrol,Automatic,456,456,BGN,99000,107266.92939374247,,,"обл. София, гр. София",,GALACTIC CARS,https://galactic-cars.mobile.bg,,,,,,,
11730490975506862,mobile.bg,Mercedes-Benz,S,Mercedes-Benz S 600 Guard VR9,2016,89000,Petrol,Automatic,530,530,EUR,150000,160811.9230959469,,,"обл. София, гр. София",,Аp Invest,https://apleasing.mobile.bg,,,,,,,
11732634831353840,mobile.bg,Mercedes-Benz,S,Mercedes-Benz S 600 Guard B7/VR9,2016,141000,Petrol,Automatic,530,530,EUR,168000,181354.05283114733,,,"обл. Пловдив, гр. Пловдив",,AutoHaus.BG,https://autohaus.mobile.bg,,,,,,,
11739353472588679,mobile.bg,Mercedes-Benz,S,Mercedes-Benz S 63 AMG BURMESTER,2016,78000,Petrol,Automatic,585,585,BGN,95000,102394.7664269954,,,"обл. Перник, с. Кладница",,Трейд ИН ЕООД,https://tradein.mobile.bg,,,,,,,
11740509417514503,mobile.bg,Mercedes-Benz,S,Mercedes-Benz S 63 AMG BRABUS 800 / 3xTV / PANO / CARBON / FULL MAX,2016,138444,Petrol,Automatic,585,585,BGN,99900,109348.46234820166,,,"обл. Пловдив, гр. Асеновград",,Vertu Motors,https://vertumotors.mobile.bg,,,,,,,
11731159623827734,mobile.bg,Mercedes-Benz,S,Mercedes-Benz S 63 AMG S-63 4MATIC-PERFEKTNA,2016,124000,Petrol,Automatic,0,0,EUR,64900,71954.9272253603,,,"обл. Кърджали, гр. Кърджали",,S car,https://s-car.mobile.bg,,,,,,,
11740655550076115,mobile.bg,Mercedes-Benz,S,Mercedes-Benz S 63 AMG 4MATIC Coupe,2016,118000,Petrol,Automatic,585,585,EUR,65000,71884.04930635227,,,"обл. Пловдив, гр. Пловдив",,AutoHaus.BG,https://autohaus.mobile.bg,,,,,,,
11710945404033496,mobile.bg,Mercedes-Benz,S,Mercedes-Benz S 63 AMG 4matic * Swarovski * в Гаранция*,2016,37000,Petrol,Automatic,585,585,EUR,90000,95907.43189292995,,,"обл. Бургас, гр. Бургас",,MG7 Group,https://mg7group.mobile.bg,,,,,,,
11739975303872396,mobile.bg,Mercedes-Benz,S,Mercedes-Benz S 63 AMG Cabriolet 4Matic,2016,18000,Petrol,Automatic,585,585,BGN,239999,253784.45602272614,,,"обл. София, гр. София",,СОФАВТО,https://sofauto.mobile.bg,,,,,,,
11683030972952046,mobile.bg,Mercedes-Benz,S,Mercedes-Benz S 63 AMG CABRIO 4M CERAMIC MAGNO 360 HEADUP,2016,18000,Petrol,Automatic,585,585,EUR,134900,142773.98392972525,,,"обл. София, гр. София",,Ersteauto,https://ersteauto.mobile.bg,,,,,,,
21733147125583923,mobile.bg,Nissan,Titan,Nissan Titan crew cab XD SL4X4,2016,68123,Diesel,Automatic,299,299,EUR,54000,58798.098981922376,,,"обл. София, гр. София",,ДОНЧЕВ-ТРАНСАВТО СОФИЯ,https://donchevtransauto.mobile.bg,,,,,,,
11733405447672563,mobile.bg,Porsche,911,Porsche 911 CARERRA 4S CABRIO,2016,76000,Petrol,Automatic,420,420,BGN,240000,255491.70396473364,,,"обл. Перник, с. Кладница",,Трейд ИН ЕООД,https://tradein.mobile.bg,,,,,,,
11743602336972155,mobile.bg,Porsche,911 Gt3,Porsche 911 GT3 991 SportChrono* Подгрев* Sport Seats,2016,17800,Petrol,Automatic,475,475,EUR,135000,142873.7251802478,,,"обл. Пловдив, гр. Пловдив",,PROMOSALE.PLOVDIV,https://promosaleplovdiv.mobile.bg,,,,,,,
11733149316609181,mobile.bg,Porsche,911,Porsche 911 991 GT3 Approved,2016,28000,Petrol,Automatic,475,475,BGN,279999,296328.4950692626,,,"обл. София, гр. София",,Classic cars club,https://classiccarsclub.mobile.bg,,,,,,,
11732115079370526,mobile.bg,Porsche,911 Turbo,Porsche 911 Turbo S CABRIO* FULL* CERAMIC*,2016,78000,Petrol,Automatic,581,581,EUR,158900,169888.9306601733,,,"обл. Варна, гр. Варна",,Promosale Varna,https://promosale_varna.mobile.bg,,,,,,,
11739452369645856,mobile.bg,Porsche,Boxster,Porsche Boxster 718 Boxster,2016,45270,Petrol,Manual,299,299,BGN,90999,97205.9017499151,,,Намира се в Испания,,"Кентавър - Внос, Доставка и Лизинг!",https://kentavar-import.mobile.bg,,,,,,,
11739803049182509,mobile.bg,Porsche,Panamera,Porsche Panamera 4S,2016,173410,Petrol,Automatic,441,441,BGN,99999,110481.62902714522,,,"обл. София, гр. София",,СОФАВТО,https://sofauto.mobile.bg,,,,,,,
11692629411233637,mobile.bg,Porsche,Panamera,Porsche Panamera 4S = MGT Select 2= Ceramic/Matrix/Soft Close,2016,174000,Petrol,Automatic,441,441,BGN,100000,110500.04136178188,,,"обл. София, гр. София",,=== MGT Auto Performance ===,https://mgt.mobile.bg,,,,,,,
21737466598521466,mobile.bg,Toyota,Land,Toyota Land cruiser 200/4.7/ARMORED B6/FACELIFT,2016,65000,Petrol,Automatic,300,300,EUR,99900,107187.95298837335,,,"обл. София, гр. София",,VAD CARS DELIVERY,https://vadcars.mobile.bg,,,,,,,
11740735369271636,mobile.bg,Audi,A7,Audi A7,2017,220000,Diesel,Automatic,272,272,BGN,50000,59383.78877491155,,,"обл. София, гр. София",,"АСКО 96 - Продажба, Замяна и Изкупуване на автомобили, Внос по поръчка, Лизинг",https://asko96.mobile.bg,,,,,,,
11738674090253535,mobile.bg,Audi,A8,Audi A8 4.2TDI/LONG/360-k/ПОДГРЕВ ОБДУХВАНЕ ГЕРМАНИЯ,2017,177442,Diesel,Automatic,385,385,BGN,53000,61300.5960147758,,,"обл. Пловдив, с. Труд",,"ASKO 96 - 2-Продажба, Замяна и Изкупуване на автомобили, Внос по поръчка, Лизинг",https://asko96-2.mobile.bg,,,,,,,
21743709151791244,mobile.bg,Audi,Q7,Audi Q7 3.0TDI quattro S-line Matrix 360 Head-Up Keyless,2017,198100,Diesel,Automatic,272,272,BGN,50990,59785.23855904117,,,"обл. София, гр. София",,Showroom Pearl Exclusive Cars,https://showroompearl.mobile.bg,,,,,,,
21727695351965571,mobile.bg,Audi,Q7,Audi Q7 * 3.0TFSI* 333HP* Technik* ПРУЖИНИ* 360* Digital*,2017,192500,Petrol,Automatic,333,333,BGN,56888,65850.24585527286,,,"обл. Стара Загора, гр. Стара Загора",,Автосалон VALVEL,https://valvel.mobile.bg,,,,,,,
21743559171314484,mobile.bg,Audi,Q7,Audi Q7 DIGITAL COCKPIT!! S-line!!,2017,188000,Diesel,Automatic,272,272,BGN,57999,66891.35899888957,,,"обл. Благоевград, гр. Петрич",,Ташеви,https://tashevi.mobile.bg,,,,,,,
11733229726681732,mobile.bg,BMW,740,BMW 740 XDRIVE,2017,161000,Diesel,Automatic,320,320,BGN,54900,62823.788819322595,,,"общ. Дупница, с. Блатино",,Ауто Демо ЕООД,https://auto-demo.mobile.bg,,,,,,,
11732114091129490,mobile.bg,BMW,740,BMW 740 XD-MASSAGE-ОБДУХВАНЕ-360CAM-СМАРТ,2017,194000,Diesel,Automatic,320,320,BGN,54999,63899.12148321513,,,"обл. Пазарджик, гр. Пазарджик",,Tempo Auto,https://tempoauto.mobile.bg,,,,,,,
21739145341834939,mobile.bg,BMW,X6,BMW X6 3.0d M-Pack,2017,201000,Diesel,Automatic,258,258,BGN,55500,64634.22076808871,,,"обл. Пловдив, гр. Пловдив",,QUATTRORUOTE,https://quattroruote.mobile.bg,,,,,,,
21743597122654557,mobile.bg,BMW,X6,BMW X6 4.0d / X-Drive / M-Pack,2017,143000,Diesel,Automatic,313,313,BGN,69999,78242.54999949399,,,"обл. Варна, гр. Варна",,MLT.Automotive,https://mltautomotive.mobile.bg,,,,,,,
11725196528441179,mobile.bg,Chrysler,Pacifica,Chrysler Pacifica Limited full extri,2017,149000,Petrol,Automatic,290,290,BGN,57000,64688.90171437431,,,"обл. София, гр. София",,Bri4ka.com,https://bri4ka.mobile.bg,,,,,,,
21742918933706684,mobile.bg,Land,Rover,Land Rover Range rover * VOGUE* SUPERCHARGED* FULL BLACK EDITION* НОВ,2017,55000,Petrol,Automatic,510,510,BGN,63500,68789.29804454651,,,"обл. Русе, гр. Русе",,,,,,,,,,
21733348688978370,mobile.bg,Land,Rover,Land Rover Range Rover Sport 3.0 HSE,2017,181000,Diesel,Automatic,306,306,BGN,50000,58236.52194530936,,,"обл. София, гр. Божурище",,LAND ROVER,https://land-rover.mobile.bg,,,,,,,
21734528080274257,mobile.bg,Land,Rover,Land Rover Range Rover Velar D300 AWD R-Dynamic,2017,198127,Diesel,Automatic,301,301,BGN,56999,66133.0192506949,,,"обл. София, гр. София",,СОФАВТО,https://sofauto.mobile.bg,,,,,,,
11738170964113784,mobile.bg,Mercedes-Benz,C,Mercedes-Benz C 43 AMG S 4-MATIC BURMEISTER,2017,183544,Petrol,Automatic,367,367,BGN,51800,60212.60310602363,,,"обл. София, гр. София",,"АЛМА МАТЕР AUTO - ВНОС, ПРОДАЖБА И ЗАМЯНА НА АВТОМОБИЛИ, МОТОРИ и ЯХТИ",https://almamater.mobile.bg,,,,,,,
11740383566331309,mobile.bg,Mercedes-Benz,E,Mercedes-Benz E 220 BRABUS/DIGITAL/GERMAN/CAR,2017,160000,Diesel,Automatic,194,194,BGN,50000,57618.76288321591,,,"обл. София, гр. София",,"АСКО 96 - Продажба, Замяна и Изкупуване на автомобили, Внос по поръчка, Лизинг",https://asko96.mobile.bg,,,,,,,
11738273911908475,mobile.bg,Mercedes-Benz,E,Mercedes-Benz E 220 9G / DIGITAL / PANORAMA / AMG / CARBON/ BURMEISTER,2017,177220,Diesel,Automatic,194,194,BGN,52999,61293.00917227485,,,"обл. Хасково, гр. Хасково",,DUAL AUTOGROUP,https://dualauto.mobile.bg,,,,,,,
11737645418192753,mobile.bg,Mercedes-Benz,E,Mercedes-Benz E 220 AMG/FACE/DIGITAL/9G/PANO/CAR,2017,150200,Diesel,Automatic,194,194,BGN,56000,63667.95553059364,,,"обл. София, гр. София",,"АСКО 96 - Продажба, Замяна и Изкупуване на автомобили, Внос по поръчка, Лизинг",https://asko96.mobile.bg,,,,,,,
11741929951023130,mobile.bg,Mercedes-Benz,E,Mercedes-Benz E 350 D * BRABUS* 9G,2017,200000,Diesel,Automatic,258,258,BGN,54900,63971.0556489249,,,"обл. Хасково, гр. Хасково",,CLASS MOTORS,https://classmotors.mobile.bg,,,,,,,
11743683638089342,mobile.bg,Mercedes-Benz,E,Mercedes-Benz E 400 4 matic,2017,116100,Petrol,Automatic,330,330,BGN,65000,72171.05279667862,,,"обл. Пловдив, с. Брестовица",,SCANIA LOGISTICS,https://scanialogistics.mobile.bg,,,,,,,
21733551634846678,mobile.bg,Mercedes-Benz,GLC,Mercedes-Benz GLC 250,2017,194000,Diesel,Automatic,205,205,BGN,64999,74461.58849936188,,,"обл. Стара Загора, гр. Стара Загора",,ЛУКС АВТО,https://luxauto.mobile.bg,,,,,,,
